Method,Path,Class,Package,ReturnType,isFinal,isAbstract,isDefault,isStatic,NumParams,ParamTypes,parNumStandardTypes,parNumCustomTypes,parNumUnresolvedTypes,AccessModifier,Annotations,Javadoc,Expressions,ExpressionTypes,expNumStandardTypes,expNumCustomTypes,expNumUnresolvedTypes,RawLoc,CleanLoc,AllStandard,AllCustomAndUnresolved
newDefaultSolver,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverFactoryImpl.java,UnivariateRealSolverFactoryImpl,org.apache.commons.math.analysis,UnivariateRealSolver,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Create a new  ocb @link UnivariateRealSolver ccb  for the given function.  The actual solver returned is determined by the underlying factory.  This factory returns a  ocb @link BrentSolver ccb  instance.,ob newBrentSolver op f cp   f cb,ob Unresolved  Unresolved cb,0,0,2,1,1,0,4
newBisectionSolver,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverFactoryImpl.java,UnivariateRealSolverFactoryImpl,org.apache.commons.math.analysis,UnivariateRealSolver,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Create a new  ocb @link UnivariateRealSolver ccb  for the given function.  The solver is an implementation of the bisection method.,ob new BisectionSolver op f cp   f cb,ob Unresolved  Unresolved cb,0,0,2,1,1,0,4
newBrentSolver,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverFactoryImpl.java,UnivariateRealSolverFactoryImpl,org.apache.commons.math.analysis,UnivariateRealSolver,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Create a new  ocb @link UnivariateRealSolver ccb  for the given function.  The solver is an implementation of the Brent method.,ob new BrentSolver op f cp   f cb,ob Unresolved  Unresolved cb,0,0,2,1,1,0,4
newNewtonSolver,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverFactoryImpl.java,UnivariateRealSolverFactoryImpl,org.apache.commons.math.analysis,UnivariateRealSolver,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Create a new  ocb @link UnivariateRealSolver ccb  for the given function.  The solver is an implementation of Newton's Method.,ob new NewtonSolver op f cp   f cb,ob Unresolved  Unresolved cb,0,0,2,1,1,0,4
newSecantSolver,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverFactoryImpl.java,UnivariateRealSolverFactoryImpl,org.apache.commons.math.analysis,UnivariateRealSolver,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Create a new  ocb @link UnivariateRealSolver ccb  for the given function.  The solver is an implementation of the secant method.,ob new SecantSolver op f cp   f cb,ob Unresolved  Unresolved cb,0,0,2,1,1,0,4
solve,repos/Math-106f/src/java/org/apache/commons/math/analysis/SecantSolver.java,SecantSolver,org.apache.commons.math.analysis,double,false,false,false,false,3,ob double  double  double cb,1,0,0,public,,Find a zero in the given interval.,ob solve op min  max cp   min  max cb,ob Unresolved  double  double cb,1,0,1,1,1,1,1
solve,repos/Math-106f/src/java/org/apache/commons/math/analysis/SecantSolver.java,SecantSolver,org.apache.commons.math.analysis,double,false,false,false,false,2,ob double  double cb,1,0,0,public,,Find a zero in the given interval.,ob clearResult op  cp   verifyInterval op min  max cp   min  max  double x0 = min  min  double x1 = max  max  double y0 = f.value op x0 cp   f.value op x0 cp   f  x0  double y1 = f.value op x1 cp   f.value op x1 cp   f  x1  y0 * y1 >= 0  y0 * y1  y0  y1  0  new IllegalArgumentException op ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob "" + y0 + "" "" + y1 + "" cb "" cp   ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob "" + y0 + "" "" + y1 + "" cb ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob "" + y0 + "" "" + y1  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob "" + y0 + "" ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob "" + y0  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb "" + ""  Values:  ob ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max + "" cb ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" "" + max  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min + "" ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + min  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob ""  ""Function values at endpoints do not have different signs.""  ""  Endpoints:  ob ""  min  "" ""  max  "" cb ""  ""  Values:  ob ""  y0  "" ""  y1  "" cb ""  double x2 = x0  x0  double y2 = y0  y0  double oldDelta = x2 - x1  x2 - x1  x2  x1  int i = 0  0  i < maximalIterationCount  i  maximalIterationCount  Math.abs op y2 cp  < Math.abs op y1 cp   Math.abs op y2 cp   Math  y2  Math.abs op y1 cp   Math  y1  x0 = x1  x0  x1  x1 = x2  x1  x2  x2 = x0  x2  x0  y0 = y1  y0  y1  y1 = y2  y1  y2  y2 = y0  y2  y0  Math.abs op y1 cp  <= functionValueAccuracy  Math.abs op y1 cp   Math  y1  functionValueAccuracy  setResult op x1  i cp   x1  i  result  Math.abs op oldDelta cp  < Math.max op relativeAccuracy * Math.abs op x1 cp   absoluteAccuracy cp   Math.abs op oldDelta cp   Math  oldDelta  Math.max op relativeAccuracy * Math.abs op x1 cp   absoluteAccuracy cp   Math  relativeAccuracy * Math.abs op x1 cp   relativeAccuracy  Math.abs op x1 cp   Math  x1  absoluteAccuracy  setResult op x1  i cp   x1  i  result  double delta  Math.abs op y1 cp  > Math.abs op y0 cp   Math.abs op y1 cp   Math  y1  Math.abs op y0 cp   Math  y0  delta = 0.5 * oldDelta  delta  0.5 * oldDelta  0.5  oldDelta  delta =  op x0 - x1 cp  /  op 1 - y0 / y1 cp   delta   op x0 - x1 cp  /  op 1 - y0 / y1 cp    op x0 - x1 cp   x0 - x1  x0  x1   op 1 - y0 / y1 cp   1 - y0 / y1  1  y0 / y1  y0  y1  delta / oldDelta > 1  delta / oldDelta  delta  oldDelta  1  delta = 0.5 * oldDelta  delta  0.5 * oldDelta  0.5  oldDelta  x0 = x1  x0  x1  y0 = y1  y0  y1  x1 = x1 + delta  x1  x1 + delta  x1  delta  y1 = f.value op x1 cp   y1  f.value op x1 cp   f  x1   op y1 > 0 cp  ==  op y2 > 0 cp    op y1 > 0 cp   y1 > 0  y1  0   op y2 > 0 cp   y2 > 0  y2  0  x2 = x0  x2  x0  y2 = y0  y2  y0  oldDelta = x2 - x1  oldDelta  x2 - x1  x2  x1  i++  i  new ConvergenceException op ""Maximal iteration number exceeded"" + i cp   ""Maximal iteration number exceeded"" + i  ""Maximal iteration number exceeded""  i cb,ob Error: Method 'clearResult' cannot be resolved in context clearResult op  cp   op line: 86 cp  MethodCallExprContext ocb wrapped=clearResult op  cp  ccb . Parameter types:  ob  cb   Error: Method 'verifyInterval' cannot be resolved in context verifyInterval op min  max cp   op line: 87 cp  MethodCallExprContext ocb wrapped=verifyInterval op min  max cp  ccb . Parameter types:  ob PrimitiveTypeUsage ocb name='double' ccb   PrimitiveTypeUsage ocb name='double' ccb  cb   double  double  double  double  double  double  double  Unresolved  Unresolved  double  double  Unresolved  Unresolved  double  boolean  double  double  double  java.lang.IllegalArgumentException  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  double  double  double  double  double  double  double  double  double  double  double  double  int  boolean  int  Unresolved  boolean  double  java.lang.Math  double  double  java.lang.Math  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  boolean  double  java.lang.Math  double  Unresolved  Error: Method 'setResult' cannot be resolved in context setResult op x1  i cp   op line: 121 cp  MethodCallExprContext ocb wrapped=setResult op x1  i cp  ccb . Parameter types:  ob PrimitiveTypeUsage ocb name='double' ccb   PrimitiveTypeUsage ocb name='int' ccb  cb   double  int  Unresolved  boolean  double  java.lang.Math  double  Unresolved  java.lang.Math  Unresolved  Unresolved  double  java.lang.Math  double  Unresolved  Error: Method 'setResult' cannot be resolved in context setResult op x1  i cp   op line: 126 cp  MethodCallExprContext ocb wrapped=setResult op x1  i cp  ccb . Parameter types:  ob PrimitiveTypeUsage ocb name='double' ccb   PrimitiveTypeUsage ocb name='int' ccb  cb   double  int  Unresolved  double  boolean  double  java.lang.Math  double  double  java.lang.Math  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  boolean  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  double  Unresolved  Unresolved  double  boolean  boolean  boolean  double  boolean  boolean  double  double  double  double  double  double  double  double  double  double  double  double  int  int  Unresolved  java.lang.String  int cb,6,4,15,61,51,6,19
setMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,1,ob int cb,1,0,0,,,Set the upper limit for the number of iterations. <p> Usually a high iteration count indicates convergence problem. However  the ""reasonable value"" varies widely for different cases.  Users are advised to use the default value. <p> A <code>ConvergenceException</code> will be thrown if this number is exceeded.,ob  cb,ob  cb,0,0,0,0,0,2,0
getMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,int,false,false,false,false,0,ob  cb,0,0,0,,,Get the upper limit for the number of iterations.,ob  cb,ob  cb,0,0,0,0,0,1,0
resetMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,,,Reset the upper limit for the number of iterations to the default. <p> The default value is supplied by the implementation.,ob  cb,ob  cb,0,0,0,0,0,1,0
setMinimalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,1,ob int cb,1,0,0,,,Set the lower limit for the number of iterations. <p> Minimal iteration is needed to avoid false early convergence  e.g. the sample points happen to be zeroes of the function. Users can use the default value or choose one that they see as appropriate. <p> A <code>ConvergenceException</code> will be thrown if this number is not met.,ob  cb,ob  cb,0,0,0,0,0,2,0
getMinimalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,int,false,false,false,false,0,ob  cb,0,0,0,,,Get the lower limit for the number of iterations.,ob  cb,ob  cb,0,0,0,0,0,1,0
resetMinimalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,,,Reset the lower limit for the number of iterations to the default. <p> The default value is supplied by the implementation.,ob  cb,ob  cb,0,0,0,0,0,1,0
setRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,1,ob double cb,1,0,0,,,Set the relative accuracy. <p> This is used to stop iterations.,ob  cb,ob  cb,0,0,0,0,0,2,0
getRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,,,Get the actual relative accuracy.,ob  cb,ob  cb,0,0,0,0,0,1,0
resetRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,,,Reset the relative accuracy to the default. <p> The default value is provided by the implementation.,ob  cb,ob  cb,0,0,0,0,0,1,0
integrate,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,double,false,false,false,false,2,ob double  double cb,1,0,0,,,Integrate the function in the given interval.,ob  cb,ob  cb,0,0,0,0,0,1,0
getResult,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,,,Get the result of the last run of the integrator.,ob  cb,ob  cb,0,0,0,0,0,1,0
getIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealIntegrator.java,UnivariateRealIntegrator,org.apache.commons.math.analysis,int,false,false,false,false,0,ob  cb,0,0,0,,,Get the number of iterations in the last run of the integrator. <p> This is mainly meant for testing purposes. It may occasionally help track down performance problems: if the iteration count is notoriously high  check whether the function is evaluated properly  and whether another integrator is more amenable to the problem.,ob  cb,ob  cb,0,0,0,0,0,1,0
getResult,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,public,,Access the last computed root.,ob resultComputed  result  new IllegalStateException op ""No result available"" cp   ""No result available"" cb,ob boolean  double  java.lang.IllegalStateException cb,3,0,0,5,5,3,0
getIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,int,false,false,false,false,0,ob  cb,0,0,0,public,,Access the last iteration count.,ob resultComputed  iterationCount  new IllegalStateException op ""No result available"" cp   ""No result available"" cb,ob boolean  int  java.lang.IllegalStateException cb,3,0,0,5,5,3,0
setResult,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,true,false,false,false,2,ob double  int cb,2,0,0,protected,,Convenience function for implementations.,ob this.result = result  this.result  this  result  this.iterationCount = iterationCount  this.iterationCount  this  iterationCount  this.resultComputed = true  this.resultComputed  this  true cb,ob double  double  org.apache.commons.math.analysis.UnivariateRealSolverImpl  double  int  int  org.apache.commons.math.analysis.UnivariateRealSolverImpl  int  boolean  boolean  org.apache.commons.math.analysis.UnivariateRealSolverImpl cb,3,1,0,3,3,4,1
clearResult,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,true,false,false,false,0,ob  cb,0,0,0,protected,,Convenience function for implementations.,ob this.resultComputed = false  this.resultComputed  this  false cb,ob boolean  boolean  org.apache.commons.math.analysis.UnivariateRealSolverImpl cb,1,1,0,1,1,2,1
setAbsoluteAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,1,ob double cb,1,0,0,public,,Set the absolute accuracy.,ob absoluteAccuracy = accuracy  absoluteAccuracy  accuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
getAbsoluteAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,public,,Get the actual absolute accuracy.,ob absoluteAccuracy cb,ob double cb,1,0,0,1,1,1,0
resetAbsoluteAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,Reset the absolute accuracy to the default.,ob absoluteAccuracy = defaultAbsoluteAccuracy  absoluteAccuracy  defaultAbsoluteAccuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
setMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,1,ob int cb,1,0,0,public,,Set the upper limit for the number of iterations.,ob maximalIterationCount = count  maximalIterationCount  count cb,ob int  int  int cb,1,0,0,1,1,2,0
getMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,int,false,false,false,false,0,ob  cb,0,0,0,public,,Get the upper limit for the number of iterations.,ob maximalIterationCount cb,ob int cb,1,0,0,1,1,1,0
resetMaximalIterationCount,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,Reset the upper limit for the number of iterations to the default.,ob maximalIterationCount = defaultMaximalIterationCount  maximalIterationCount  defaultMaximalIterationCount cb,ob int  int  int cb,1,0,0,1,1,2,0
setRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,1,ob double cb,1,0,0,public,,Set the relative accuracy.,ob relativeAccuracy = accuracy  relativeAccuracy  accuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
getRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,public,,Get the actual relative accuracy.,ob relativeAccuracy cb,ob double cb,1,0,0,1,1,1,0
resetRelativeAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,Reset the relative accuracy to the default.,ob relativeAccuracy = defaultRelativeAccuracy  relativeAccuracy  defaultRelativeAccuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
setFunctionValueAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,1,ob double cb,1,0,0,public,,Set the function value accuracy.,ob functionValueAccuracy = accuracy  functionValueAccuracy  accuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
getFunctionValueAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,double,false,false,false,false,0,ob  cb,0,0,0,public,,Get the actual function value accuracy.,ob functionValueAccuracy cb,ob double cb,1,0,0,1,1,1,0
resetFunctionValueAccuracy,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,Reset the actual function accuracy to the default.,ob functionValueAccuracy = defaultFunctionValueAccuracy  functionValueAccuracy  defaultFunctionValueAccuracy cb,ob double  double  double cb,1,0,0,1,1,2,0
isBracketing,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,boolean,false,false,false,false,3,ob double  double  Unresolved cb,1,0,1,protected,,Returns true iff the function takes opposite signs at the endpoints.,ob double f1 = f.value op lower cp   f.value op lower cp   f  lower  double f2 = f.value op upper cp   f.value op upper cp   f  upper   op  op f1 > 0 && f2 < 0 cp  ||  op f1 < 0 && f2 > 0 cp  cp    op f1 > 0 && f2 < 0 cp  ||  op f1 < 0 && f2 > 0 cp    op f1 > 0 && f2 < 0 cp   f1 > 0 && f2 < 0  f1 > 0  f1  0  f2 < 0  f2  0   op f1 < 0 && f2 > 0 cp   f1 < 0 && f2 > 0  f1 < 0  f1  0  f2 > 0  f2  0 cb,ob double  Unresolved  Unresolved  double  double  Unresolved  Unresolved  double  boolean  boolean  boolean  boolean  boolean  double  boolean  double  boolean  boolean  boolean  double  boolean  double cb,2,0,4,3,3,2,5
isSequence,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,boolean,false,false,false,false,3,ob double  double  double cb,1,0,0,protected,,Returns true if the arguments form a  op strictly cp  increasing sequence,ob  op start < mid cp  &&  op mid < end cp    op start < mid cp   start < mid  start  mid   op mid < end cp   mid < end  mid  end cb,ob boolean  boolean  boolean  double  double  boolean  boolean  double  double cb,2,0,0,1,1,2,0
verifyInterval,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,2,ob double  double cb,1,0,0,protected,,Verifies that the endpoints specify an interval   throws IllegalArgumentException if not,ob lower >= upper  lower  upper  new IllegalArgumentException op ""Endpoints do not specify an interval:  ob "" + lower + "" "" + upper + "" cb "" cp   ""Endpoints do not specify an interval:  ob "" + lower + "" "" + upper + "" cb ""  ""Endpoints do not specify an interval:  ob "" + lower + "" "" + upper  ""Endpoints do not specify an interval:  ob "" + lower + "" ""  ""Endpoints do not specify an interval:  ob "" + lower  ""Endpoints do not specify an interval:  ob ""  lower  "" ""  upper  "" cb "" cb,ob boolean  double  double  java.lang.IllegalArgumentException  java.lang.String  java.lang.String  java.lang.String  java.lang.String  double  double cb,4,0,0,3,3,5,0
verifySequence,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,3,ob double  double  double cb,1,0,0,protected,,Verifies that <code>lower < initial < upper</code> throws IllegalArgumentException if not,ob !isSequence op lower  initial  upper cp   isSequence op lower  initial  upper cp   lower  initial  upper  new IllegalArgumentException op ""Invalid interval  initial value parameters:  lower="" + lower + "" initial="" + initial + "" upper="" + upper cp   ""Invalid interval  initial value parameters:  lower="" + lower + "" initial="" + initial + "" upper="" + upper  ""Invalid interval  initial value parameters:  lower="" + lower + "" initial="" + initial + "" upper=""  ""Invalid interval  initial value parameters:  lower="" + lower + "" initial="" + initial  ""Invalid interval  initial value parameters:  lower="" + lower + "" initial=""  ""Invalid interval  initial value parameters:  lower="" + lower  ""Invalid interval  initial value parameters:  lower=""  lower  "" initial=""  initial  "" upper=""  upper cb,ob boolean  boolean  double  double  double  java.lang.IllegalArgumentException  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  double  double  double cb,4,0,0,3,3,5,0
verifyBracketing,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealSolverImpl.java,UnivariateRealSolverImpl,org.apache.commons.math.analysis,void,false,false,false,false,3,ob double  double  Unresolved cb,1,0,1,protected,,Verifies that the endpoints specify an interval and the function takes opposite signs at the enpoints  throws IllegalArgumentException if not,ob verifyInterval op lower  upper cp   lower  upper  !isBracketing op lower  upper  f cp   isBracketing op lower  upper  f cp   lower  upper  f  new IllegalArgumentException op ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob "" + f.value op lower cp  + "" "" + f.value op upper cp  + "" cb "" cp   ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob "" + f.value op lower cp  + "" "" + f.value op upper cp  + "" cb ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob "" + f.value op lower cp  + "" "" + f.value op upper cp   ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob "" + f.value op lower cp  + "" ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob "" + f.value op lower cp   ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb "" + ""  Values:  ob ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper + "" cb ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" "" + upper  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower + "" ""  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob "" + lower  ""Function values at endpoints do not have different signs."" + ""  Endpoints:  ob ""  ""Function values at endpoints do not have different signs.""  ""  Endpoints:  ob ""  lower  "" ""  upper  "" cb ""  ""  Values:  ob ""  f.value op lower cp   f  lower  "" ""  f.value op upper cp   f  upper  "" cb "" cb,ob void  double  double  boolean  Unresolved  double  double  Unresolved  java.lang.IllegalArgumentException  Unresolved  Unresolved  Unresolved  Unresolved  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  double  double  Unresolved  Unresolved  double  Unresolved  Unresolved  double cb,5,0,10,4,4,5,11
interpolate,repos/Math-106f/src/java/org/apache/commons/math/analysis/NevilleInterpolator.java,NevilleInterpolator,org.apache.commons.math.analysis,UnivariateRealFunction,false,false,false,false,2,ob double ob  cb   double ob  cb  cb,0,1,0,public,,Computes an interpolating function for the data set.,ob PolynomialFunctionLagrangeForm p  p = new PolynomialFunctionLagrangeForm op x  y cp   p  new PolynomialFunctionLagrangeForm op x  y cp   x  y  p cb,ob Unresolved  Unresolved  Unresolved  Unresolved  double ob  cb   double ob  cb   Unresolved cb,0,1,5,3,3,0,7
value,repos/Math-106f/src/java/org/apache/commons/math/analysis/UnivariateRealFunction.java,UnivariateRealFunction,org.apache.commons.math.analysis,double,false,false,false,false,1,ob double cb,1,0,0,public,,Compute the value for the function.,ob  cb,ob  cb,0,0,0,0,0,1,0
