Method,Path,Class,Package,ReturnType,isFinal,isAbstract,isDefault,isStatic,NumParams,ParamTypes,parNumStandardTypes,parNumCustomTypes,parNumUnresolvedTypes,AccessModifier,Annotations,Javadoc,Expressions,ExpressionTypes,expNumStandardTypes,expNumCustomTypes,expNumUnresolvedTypes,RawLoc,CleanLoc,AllStandard,AllCustomAndUnresolved
find,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/AnnotatedMethodMap.java,AnnotatedMethodMap,com.fasterxml.jackson.databind.introspect,AnnotatedMethod,false,false,false,false,1,ob Method cb,0,1,0,public,,,ob _methods == null  _methods  null  null  _methods.get op new MemberKey op m cp  cp   _methods  new MemberKey op m cp   m cb,ob  cb,0,0,0,-1,-1,0,2
iterator,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/AnnotatedMethodMap.java,AnnotatedMethodMap,com.fasterxml.jackson.databind.introspect,Iterator<AnnotatedMethod>,false,false,false,false,0,ob  cb,0,0,0,public,Override,,ob @Override  _methods == null  _methods  null  Collections.emptyIterator op  cp   Collections  _methods.values op  cp .iterator op  cp   _methods.values op  cp   _methods cb,ob  cb,0,0,0,-1,-1,0,1
getConfig,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,MapperConfig<?>,false,false,false,false,0,ob  cb,0,0,0,public,,,ob _config cb,ob  cb,0,0,0,-1,-1,0,1
getType,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,JavaType,false,false,false,false,0,ob  cb,0,0,0,public,,,ob _type cb,ob  cb,0,0,0,-1,-1,0,1
getClassDef,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedClass,false,false,false,false,0,ob  cb,0,0,0,public,,,ob _classDef cb,ob  cb,0,0,0,-1,-1,0,1
getAnnotationIntrospector,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotationIntrospector,false,false,false,false,0,ob  cb,0,0,0,public,,,ob _annotationIntrospector cb,ob  cb,0,0,0,-1,-1,0,1
getProperties,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,List<BeanPropertyDefinition>,false,false,false,false,0,ob  cb,0,0,0,public,,,ob Map<String  POJOPropertyBuilder> props = getPropertyMap op  cp   getPropertyMap op  cp   new ArrayList<BeanPropertyDefinition> op props.values op  cp  cp   props.values op  cp   props cb,ob  cb,0,0,0,-1,-1,0,1
getInjectables,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,Map<Object AnnotatedMember>,false,false,false,false,0,ob  cb,0,0,0,public,,,ob !_collected  _collected  collectAll op  cp   _injectables cb,ob  cb,0,0,0,-1,-1,0,1
getJsonValueMethod,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedMethod,false,false,false,false,0,ob  cb,0,0,0,public,Deprecated,,ob // since 2.9 @Deprecated  AnnotatedMember m = getJsonValueAccessor op  cp   getJsonValueAccessor op  cp   m instanceof AnnotatedMethod  m   op AnnotatedMethod cp  m  m  null cb,ob  cb,0,0,0,-1,-1,0,1
getJsonValueAccessor,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedMember,false,false,false,false,0,ob  cb,0,0,0,public,,,ob !_collected  _collected  collectAll op  cp   _jsonValueAccessors != null  _jsonValueAccessors  null  _jsonValueAccessors.size op  cp  > 1  _jsonValueAccessors.size op  cp   _jsonValueAccessors  1  reportProblem op ""Multiple 'as-value' properties defined  op %s vs %s cp ""  _jsonValueAccessors.get op 0 cp   _jsonValueAccessors.get op 1 cp  cp   ""Multiple 'as-value' properties defined  op %s vs %s cp ""  _jsonValueAccessors.get op 0 cp   _jsonValueAccessors  0  _jsonValueAccessors.get op 1 cp   _jsonValueAccessors  1  _jsonValueAccessors.get op 0 cp   _jsonValueAccessors  0  null cb,ob  cb,0,0,0,-1,-1,0,1
getAnyGetter,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedMember,false,false,false,false,0,ob  cb,0,0,0,public,,,ob !_collected  _collected  collectAll op  cp   _anyGetters != null  _anyGetters  null  _anyGetters.size op  cp  > 1  _anyGetters.size op  cp   _anyGetters  1  reportProblem op ""Multiple 'any-getters' defined  op %s vs %s cp ""  _anyGetters.get op 0 cp   _anyGetters.get op 1 cp  cp   ""Multiple 'any-getters' defined  op %s vs %s cp ""  _anyGetters.get op 0 cp   _anyGetters  0  _anyGetters.get op 1 cp   _anyGetters  1  _anyGetters.getFirst op  cp   _anyGetters  null cb,ob  cb,0,0,0,-1,-1,0,1
getAnySetterField,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedMember,false,false,false,false,0,ob  cb,0,0,0,public,,,ob !_collected  _collected  collectAll op  cp   _anySetterField != null  _anySetterField  null  _anySetterField.size op  cp  > 1  _anySetterField.size op  cp   _anySetterField  1  reportProblem op ""Multiple 'any-setter' fields defined  op %s vs %s cp ""  _anySetterField.get op 0 cp   _anySetterField.get op 1 cp  cp   ""Multiple 'any-setter' fields defined  op %s vs %s cp ""  _anySetterField.get op 0 cp   _anySetterField  0  _anySetterField.get op 1 cp   _anySetterField  1  _anySetterField.getFirst op  cp   _anySetterField  null cb,ob  cb,0,0,0,-1,-1,0,1
getAnySetterMethod,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,AnnotatedMethod,false,false,false,false,0,ob  cb,0,0,0,public,,,ob !_collected  _collected  collectAll op  cp   _anySetters != null  _anySetters  null  _anySetters.size op  cp  > 1  _anySetters.size op  cp   _anySetters  1  reportProblem op ""Multiple 'any-setter' methods defined  op %s vs %s cp ""  _anySetters.get op 0 cp   _anySetters.get op 1 cp  cp   ""Multiple 'any-setter' methods defined  op %s vs %s cp ""  _anySetters.get op 0 cp   _anySetters  0  _anySetters.get op 1 cp   _anySetters  1  _anySetters.getFirst op  cp   _anySetters  null cb,ob  cb,0,0,0,-1,-1,0,1
getIgnoredPropertyNames,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,Set<String>,false,false,false,false,0,ob  cb,0,0,0,public,,Accessor for set of properties that are explicitly marked to be ignored via per-property markers  op but NOT class annotations cp .,ob _ignoredPropertyNames cb,ob  cb,0,0,0,-1,-1,0,1
getObjectIdInfo,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,ObjectIdInfo,false,false,false,false,0,ob  cb,0,0,0,public,,Accessor to find out whether type specified requires inclusion of Object Identifier.,ob ObjectIdInfo info = _annotationIntrospector.findObjectIdInfo op _classDef cp   _annotationIntrospector.findObjectIdInfo op _classDef cp   _annotationIntrospector  _classDef  info != null  info  null  info = _annotationIntrospector.findObjectReferenceInfo op _classDef  info cp   info  _annotationIntrospector.findObjectReferenceInfo op _classDef  info cp   _annotationIntrospector  _classDef  info  info cb,ob  cb,0,0,0,-1,-1,0,1
findPOJOBuilderClass,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,Class<?>,false,false,false,false,0,ob  cb,0,0,0,public,,Method for finding Class to use as POJO builder  if any.,ob _annotationIntrospector.findPOJOBuilder op _classDef cp   _annotationIntrospector  _classDef cb,ob  cb,0,0,0,-1,-1,0,1
getPropertyMap,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,Map<String POJOPropertyBuilder>,false,false,false,false,0,ob  cb,0,0,0,protected,,,ob !_collected  _collected  collectAll op  cp   _properties cb,ob  cb,0,0,0,-1,-1,0,1
collectAll,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,0,ob  cb,0,0,0,protected,,Internal method that will collect actual property information.,ob LinkedHashMap<String  POJOPropertyBuilder> props = new LinkedHashMap<String  POJOPropertyBuilder> op  cp   new LinkedHashMap<String  POJOPropertyBuilder> op  cp   _addFields op props cp   props  _addMethods op props cp   props  !_classDef.isNonStaticInnerClass op  cp   _classDef.isNonStaticInnerClass op  cp   _classDef  _addCreators op props cp   props  _addInjectables op props cp   props  _removeUnwantedProperties op props cp   props  _removeUnwantedAccessor op props cp   props  _renameProperties op props cp   props  POJOPropertyBuilder property  props.values op  cp   props  property.mergeAnnotations op _forSerialization cp   property  _forSerialization  PropertyNamingStrategy naming = _findNamingStrategy op  cp   _findNamingStrategy op  cp   naming != null  naming  null  _renameUsing op props  naming cp   props  naming  POJOPropertyBuilder property  props.values op  cp   props  property.trimByVisibility op  cp   property  _config.isEnabled op MapperFeature.USE_WRAPPER_NAME_AS_PROPERTY_NAME cp   _config  MapperFeature.USE_WRAPPER_NAME_AS_PROPERTY_NAME  MapperFeature  _renameWithWrappers op props cp   props  _sortProperties op props cp   props  _properties = props  _properties  props  _collected = true  _collected  true cb,ob  cb,0,0,0,-1,-1,1,0
_addFields,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,1,ob Map<String POJOPropertyBuilder> cb,0,1,0,protected,,Method for collecting basic information on all fields found,ob final AnnotationIntrospector ai = _annotationIntrospector  _annotationIntrospector  final boolean pruneFinalFields = !_forSerialization && !_config.isEnabled op MapperFeature.ALLOW_FINAL_FIELDS_AS_MUTATORS cp   !_forSerialization && !_config.isEnabled op MapperFeature.ALLOW_FINAL_FIELDS_AS_MUTATORS cp   !_forSerialization  _forSerialization  !_config.isEnabled op MapperFeature.ALLOW_FINAL_FIELDS_AS_MUTATORS cp   _config.isEnabled op MapperFeature.ALLOW_FINAL_FIELDS_AS_MUTATORS cp   _config  MapperFeature.ALLOW_FINAL_FIELDS_AS_MUTATORS  MapperFeature  final boolean transientAsIgnoral = _config.isEnabled op MapperFeature.PROPAGATE_TRANSIENT_MARKER cp   _config.isEnabled op MapperFeature.PROPAGATE_TRANSIENT_MARKER cp   _config  MapperFeature.PROPAGATE_TRANSIENT_MARKER  MapperFeature  AnnotatedField f  _classDef.fields op  cp   _classDef  String implName = ai.findImplicitPropertyName op f cp   ai.findImplicitPropertyName op f cp   ai  f  Boolean.TRUE.equals op ai.hasAsValue op f cp  cp   Boolean.TRUE  Boolean  ai.hasAsValue op f cp   ai  f  _jsonValueAccessors == null  _jsonValueAccessors  null  _jsonValueAccessors = new LinkedList<> op  cp   _jsonValueAccessors  new LinkedList<> op  cp   _jsonValueAccessors.add op f cp   _jsonValueAccessors  f  Boolean.TRUE.equals op ai.hasAnySetter op f cp  cp   Boolean.TRUE  Boolean  ai.hasAnySetter op f cp   ai  f  _anySetterField == null  _anySetterField  null  _anySetterField = new LinkedList<AnnotatedMember> op  cp   _anySetterField  new LinkedList<AnnotatedMember> op  cp   _anySetterField.add op f cp   _anySetterField  f  implName == null  implName  null  implName = f.getName op  cp   implName  f.getName op  cp   f  PropertyName pn  _forSerialization  pn = ai.findNameForSerialization op f cp   pn  ai.findNameForSerialization op f cp   ai  f  pn = ai.findNameForDeserialization op f cp   pn  ai.findNameForDeserialization op f cp   ai  f  boolean hasName =  op pn != null cp    op pn != null cp   pn != null  pn  null  boolean nameExplicit = hasName  hasName  nameExplicit && pn.isEmpty op  cp   nameExplicit  pn.isEmpty op  cp   pn  pn = _propNameFromSimple op implName cp   pn  _propNameFromSimple op implName cp   implName  nameExplicit = false  nameExplicit  false  boolean visible =  op pn != null cp    op pn != null cp   pn != null  pn  null  !visible  visible  visible = _visibilityChecker.isFieldVisible op f cp   visible  _visibilityChecker.isFieldVisible op f cp   _visibilityChecker  f  boolean ignored = ai.hasIgnoreMarker op f cp   ai.hasIgnoreMarker op f cp   ai  f  f.isTransient op  cp   f  !hasName  hasName  visible = false  visible  false  transientAsIgnoral  ignored = true  ignored  true  pruneFinalFields &&  op pn == null cp  && !ignored && Modifier.isFinal op f.getModifiers op  cp  cp   pruneFinalFields &&  op pn == null cp  && !ignored  pruneFinalFields &&  op pn == null cp   pruneFinalFields   op pn == null cp   pn == null  pn  null  !ignored  ignored  Modifier.isFinal op f.getModifiers op  cp  cp   Modifier  f.getModifiers op  cp   f  _property op props  implName cp .addField op f  pn  nameExplicit  visible  ignored cp   _property op props  implName cp   props  implName  f  pn  nameExplicit  visible  ignored cb,ob  cb,0,0,0,-1,-1,1,1
_addCreators,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,1,ob Map<String POJOPropertyBuilder> cb,0,1,0,protected,,Method for collecting basic information on constructor op s cp  found,ob !_useAnnotations  _useAnnotations  AnnotatedConstructor ctor  _classDef.getConstructors op  cp   _classDef  _creatorProperties == null  _creatorProperties  null  _creatorProperties = new LinkedList<POJOPropertyBuilder> op  cp   _creatorProperties  new LinkedList<POJOPropertyBuilder> op  cp   int i = 0  len = ctor.getParameterCount op  cp   0  ctor.getParameterCount op  cp   ctor  i < len  i  len  ++i  i  _addCreatorParam op props  ctor.getParameter op i cp  cp   props  ctor.getParameter op i cp   ctor  i  AnnotatedMethod factory  _classDef.getFactoryMethods op  cp   _classDef  _creatorProperties == null  _creatorProperties  null  _creatorProperties = new LinkedList<POJOPropertyBuilder> op  cp   _creatorProperties  new LinkedList<POJOPropertyBuilder> op  cp   int i = 0  len = factory.getParameterCount op  cp   0  factory.getParameterCount op  cp   factory  i < len  i  len  ++i  i  _addCreatorParam op props  factory.getParameter op i cp  cp   props  factory.getParameter op i cp   factory  i cb,ob  cb,0,0,0,-1,-1,1,1
_addCreatorParam,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,2,ob Map<String POJOPropertyBuilder>  AnnotatedParameter cb,0,2,0,protected,,,ob String impl = _annotationIntrospector.findImplicitPropertyName op param cp   _annotationIntrospector.findImplicitPropertyName op param cp   _annotationIntrospector  param  impl == null  impl  null  impl = """"  impl  """"  PropertyName pn = _annotationIntrospector.findNameForDeserialization op param cp   _annotationIntrospector.findNameForDeserialization op param cp   _annotationIntrospector  param  boolean expl =  op pn != null && !pn.isEmpty op  cp  cp    op pn != null && !pn.isEmpty op  cp  cp   pn != null && !pn.isEmpty op  cp   pn != null  pn  null  !pn.isEmpty op  cp   pn.isEmpty op  cp   pn  !expl  expl  impl.isEmpty op  cp   impl  JsonCreator.Mode creatorMode = _annotationIntrospector.findCreatorAnnotation op _config  param.getOwner op  cp  cp   _annotationIntrospector.findCreatorAnnotation op _config  param.getOwner op  cp  cp   _annotationIntrospector  _config  param.getOwner op  cp   param   op creatorMode == null cp  ||  op creatorMode == JsonCreator.Mode.DISABLED cp    op creatorMode == null cp   creatorMode == null  creatorMode  null   op creatorMode == JsonCreator.Mode.DISABLED cp   creatorMode == JsonCreator.Mode.DISABLED  creatorMode  JsonCreator.Mode.DISABLED  JsonCreator.Mode  JsonCreator  pn = PropertyName.construct op impl cp   pn  PropertyName.construct op impl cp   PropertyName  impl  POJOPropertyBuilder prop =  op expl && impl.isEmpty op  cp  cp  ? _property op props  pn cp  : _property op props  impl cp    op expl && impl.isEmpty op  cp  cp  ? _property op props  pn cp  : _property op props  impl cp    op expl && impl.isEmpty op  cp  cp   expl && impl.isEmpty op  cp   expl  impl.isEmpty op  cp   impl  _property op props  pn cp   props  pn  _property op props  impl cp   props  impl  prop.addCtor op param  pn  expl  true  false cp   prop  param  pn  expl  true  false  _creatorProperties.add op prop cp   _creatorProperties  prop cb,ob  cb,0,0,0,-1,-1,1,2
_addMethods,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,1,ob Map<String POJOPropertyBuilder> cb,0,1,0,protected,,Method for collecting basic information on all fields found,ob final AnnotationIntrospector ai = _annotationIntrospector  _annotationIntrospector  AnnotatedMethod m  _classDef.memberMethods op  cp   _classDef  int argCount = m.getParameterCount op  cp   m.getParameterCount op  cp   m  argCount == 0  argCount  0  _addGetterMethod op props  m  ai cp   props  m  ai  argCount == 1  argCount  1  _addSetterMethod op props  m  ai cp   props  m  ai  argCount == 2  argCount  2  ai != null  ai  null  Boolean.TRUE.equals op ai.hasAnySetter op m cp  cp   Boolean.TRUE  Boolean  ai.hasAnySetter op m cp   ai  m  _anySetters == null  _anySetters  null  _anySetters = new LinkedList<AnnotatedMethod> op  cp   _anySetters  new LinkedList<AnnotatedMethod> op  cp   _anySetters.add op m cp   _anySetters  m cb,ob  cb,0,0,0,-1,-1,1,1
_addGetterMethod,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,3,ob Map<String POJOPropertyBuilder>  AnnotatedMethod  AnnotationIntrospector cb,0,3,0,protected,,,ob !m.hasReturnType op  cp   m.hasReturnType op  cp   m  Boolean.TRUE.equals op ai.hasAnyGetter op m cp  cp   Boolean.TRUE  Boolean  ai.hasAnyGetter op m cp   ai  m  _anyGetters == null  _anyGetters  null  _anyGetters = new LinkedList<AnnotatedMember> op  cp   _anyGetters  new LinkedList<AnnotatedMember> op  cp   _anyGetters.add op m cp   _anyGetters  m  Boolean.TRUE.equals op ai.hasAsValue op m cp  cp   Boolean.TRUE  Boolean  ai.hasAsValue op m cp   ai  m  _jsonValueAccessors == null  _jsonValueAccessors  null  _jsonValueAccessors = new LinkedList<> op  cp   _jsonValueAccessors  new LinkedList<> op  cp   _jsonValueAccessors.add op m cp   _jsonValueAccessors  m  String implName  boolean visible  PropertyName pn = ai.findNameForSerialization op m cp   ai.findNameForSerialization op m cp   ai  m  boolean nameExplicit =  op pn != null cp    op pn != null cp   pn != null  pn  null  !nameExplicit  nameExplicit  implName = ai.findImplicitPropertyName op m cp   implName  ai.findImplicitPropertyName op m cp   ai  m  implName == null  implName  null  implName = BeanUtil.okNameForRegularGetter op m  m.getName op  cp   _stdBeanNaming cp   implName  BeanUtil.okNameForRegularGetter op m  m.getName op  cp   _stdBeanNaming cp   BeanUtil  m  m.getName op  cp   m  _stdBeanNaming  implName == null  implName  null  implName = BeanUtil.okNameForIsGetter op m  m.getName op  cp   _stdBeanNaming cp   implName  BeanUtil.okNameForIsGetter op m  m.getName op  cp   _stdBeanNaming cp   BeanUtil  m  m.getName op  cp   m  _stdBeanNaming  implName == null  implName  null  visible = _visibilityChecker.isIsGetterVisible op m cp   visible  _visibilityChecker.isIsGetterVisible op m cp   _visibilityChecker  m  visible = _visibilityChecker.isGetterVisible op m cp   visible  _visibilityChecker.isGetterVisible op m cp   _visibilityChecker  m  implName = ai.findImplicitPropertyName op m cp   implName  ai.findImplicitPropertyName op m cp   ai  m  implName == null  implName  null  implName = BeanUtil.okNameForGetter op m  _stdBeanNaming cp   implName  BeanUtil.okNameForGetter op m  _stdBeanNaming cp   BeanUtil  m  _stdBeanNaming  implName == null  implName  null  implName = m.getName op  cp   implName  m.getName op  cp   m  pn.isEmpty op  cp   pn  pn = _propNameFromSimple op implName cp   pn  _propNameFromSimple op implName cp   implName  nameExplicit = false  nameExplicit  false  visible = true  visible  true  boolean ignore = ai.hasIgnoreMarker op m cp   ai.hasIgnoreMarker op m cp   ai  m  _property op props  implName cp .addGetter op m  pn  nameExplicit  visible  ignore cp   _property op props  implName cp   props  implName  m  pn  nameExplicit  visible  ignore cb,ob  cb,0,0,0,-1,-1,1,3
_addSetterMethod,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,3,ob Map<String POJOPropertyBuilder>  AnnotatedMethod  AnnotationIntrospector cb,0,3,0,protected,,,ob String implName  boolean visible  PropertyName pn =  op ai == null cp  ? null : ai.findNameForDeserialization op m cp    op ai == null cp  ? null : ai.findNameForDeserialization op m cp    op ai == null cp   ai == null  ai  null  null  ai.findNameForDeserialization op m cp   ai  m  boolean nameExplicit =  op pn != null cp    op pn != null cp   pn != null  pn  null  !nameExplicit  nameExplicit  implName =  op ai == null cp  ? null : ai.findImplicitPropertyName op m cp   implName   op ai == null cp  ? null : ai.findImplicitPropertyName op m cp    op ai == null cp   ai == null  ai  null  null  ai.findImplicitPropertyName op m cp   ai  m  implName == null  implName  null  implName = BeanUtil.okNameForMutator op m  _mutatorPrefix  _stdBeanNaming cp   implName  BeanUtil.okNameForMutator op m  _mutatorPrefix  _stdBeanNaming cp   BeanUtil  m  _mutatorPrefix  _stdBeanNaming  implName == null  implName  null  visible = _visibilityChecker.isSetterVisible op m cp   visible  _visibilityChecker.isSetterVisible op m cp   _visibilityChecker  m  implName =  op ai == null cp  ? null : ai.findImplicitPropertyName op m cp   implName   op ai == null cp  ? null : ai.findImplicitPropertyName op m cp    op ai == null cp   ai == null  ai  null  null  ai.findImplicitPropertyName op m cp   ai  m  implName == null  implName  null  implName = BeanUtil.okNameForMutator op m  _mutatorPrefix  _stdBeanNaming cp   implName  BeanUtil.okNameForMutator op m  _mutatorPrefix  _stdBeanNaming cp   BeanUtil  m  _mutatorPrefix  _stdBeanNaming  implName == null  implName  null  implName = m.getName op  cp   implName  m.getName op  cp   m  pn.isEmpty op  cp   pn  pn = _propNameFromSimple op implName cp   pn  _propNameFromSimple op implName cp   implName  nameExplicit = false  nameExplicit  false  visible = true  visible  true  boolean ignore =  op ai == null cp  ? false : ai.hasIgnoreMarker op m cp    op ai == null cp  ? false : ai.hasIgnoreMarker op m cp    op ai == null cp   ai == null  ai  null  false  ai.hasIgnoreMarker op m cp   ai  m  _property op props  implName cp .addSetter op m  pn  nameExplicit  visible  ignore cp   _property op props  implName cp   props  implName  m  pn  nameExplicit  visible  ignore cb,ob  cb,0,0,0,-1,-1,1,3
_addInjectables,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,1,ob Map<String POJOPropertyBuilder> cb,0,1,0,protected,,,ob final AnnotationIntrospector ai = _annotationIntrospector  _annotationIntrospector  AnnotatedField f  _classDef.fields op  cp   _classDef  _doAddInjectable op ai.findInjectableValue op f cp   f cp   ai.findInjectableValue op f cp   ai  f  f  AnnotatedMethod m  _classDef.memberMethods op  cp   _classDef  m.getParameterCount op  cp  != 1  m.getParameterCount op  cp   m  1  _doAddInjectable op ai.findInjectableValue op m cp   m cp   ai.findInjectableValue op m cp   ai  m  m cb,ob  cb,0,0,0,-1,-1,1,1
_doAddInjectable,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,2,ob JacksonInject.Value  AnnotatedMember cb,0,2,0,protected,,,ob injectable == null  injectable  null  Object id = injectable.getId op  cp   injectable.getId op  cp   injectable  _injectables == null  _injectables  null  _injectables = new LinkedHashMap<Object  AnnotatedMember> op  cp   _injectables  new LinkedHashMap<Object  AnnotatedMember> op  cp   AnnotatedMember prev = _injectables.put op id  m cp   _injectables.put op id  m cp   _injectables  id  m  prev != null  prev  null  prev.getClass op  cp  == m.getClass op  cp   prev.getClass op  cp   prev  m.getClass op  cp   m  String type = id.getClass op  cp .getName op  cp   id.getClass op  cp .getName op  cp   id.getClass op  cp   id  new IllegalArgumentException op ""Duplicate injectable value with id '"" + String.valueOf op id cp  + ""'  op of type "" + type + "" cp "" cp   ""Duplicate injectable value with id '"" + String.valueOf op id cp  + ""'  op of type "" + type + "" cp ""  ""Duplicate injectable value with id '"" + String.valueOf op id cp  + ""'  op of type "" + type  ""Duplicate injectable value with id '"" + String.valueOf op id cp  + ""'  op of type ""  ""Duplicate injectable value with id '"" + String.valueOf op id cp   ""Duplicate injectable value with id '""  String.valueOf op id cp   String  id  ""'  op of type ""  type  "" cp "" cb,ob  cb,0,0,0,-1,-1,1,2
_propNameFromSimple,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,PropertyName,false,false,false,false,1,ob String cb,0,1,0,private,,,ob PropertyName.construct op simpleName  null cp   PropertyName  simpleName  null cb,ob  cb,0,0,0,-1,-1,0,2
_removeUnwantedProperties,repos/JacksonDatabind-112f/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,com.fasterxml.jackson.databind.introspect,void,false,false,false,false,1,ob Map<String POJOPropertyBuilder> cb,0,1,0,protected,,Method called to get rid of candidate properties that are marked as ignored.,ob Iterator<POJOPropertyBuilder> it = props.values op  cp .iterator op  cp   props.values op  cp .iterator op  cp   props.values op  cp   props  it.hasNext op  cp   it  POJOPropertyBuilder prop = it.next op  cp   it.next op  cp   it  !prop.anyVisible op  cp   prop.anyVisible op  cp   prop  it.remove op  cp   it  prop.anyIgnorals op  cp   prop  !prop.isExplicitlyIncluded op  cp   prop.isExplicitlyIncluded op  cp   prop  it.remove op  cp   it  _collectIgnorals op prop.getName op  cp  cp   prop.getName op  cp   prop  prop.removeIgnored op  cp   prop  !prop.couldDeserialize op  cp   prop.couldDeserialize op  cp   prop  _collectIgnorals op prop.getName op  cp  cp   prop.getName op  cp   prop cb,ob  cb,0,0,0,-1,-1,1,1
